,Issued time,Country,Job category,Job title,Company,Part time/ Full Time,Star review,Number of reviews,Location,Job description,Indeed link,Min salary,Max salary,Average salary,Salary group,Minimum education level,Maximum education level,Python,Machine Learning,JavaScript,R,Java,IoT,Excel,Power BI,English,Chinese,SAS,Oracle,C++,C#,C,Qlik,alteryx,Tableau,SPSS,Powerpoint,PostgreSQL,SQL,MySQL,Visualisation tool,Programming tool
589,30,Singapore,Data analyst,Candidate Support Analyst,Continental Technology Solutions,,,,Singapore,"Experience
3.5 to 5.5 years of overall experience
2 to 3 years of relevant experience preferred
Desired
gHire experience or other candidate application system
Familiarity with mobility space - relocation/immigration/tax
Effective interpersonal, teamwork, and organizational management skills
Experience working in HR or related field
Comfortability working in an open desk space
Desire for optimizing processes

Skills Required
Strong online data entry experience, with an ability to interpret data
Effective interpersonal and communication skills
> Customer Service/ support experience
Ability to concentrate for lengthy periods and perform accurately with adequate speed
Experience handling confidential information
Ability to prioritize tasks as necessary and resolve matters in a timely fashion
Demonstrated experience working with applications (e.g., Google Sheets, Google Drive,
Microsoft Excel)
Strong attention to detail
Ability to solve issues through the usage of multiple resources / references

Desired Skills
> Experience on Candidate application system
> Familiarity with Mobility space, - Relocation/ immigration/ Tax
> Effective interpersonal, teamwork and organizational management skills
> Experience working in HR or related field
> Comfortable working in an open desk space
> Desire for Optimising processes

If you are interested kindly forward your CV to mervin@ctsincorp.com

Contact Person
Mervin
+65 3158 5877
mervin@ctsincorp.com",https://sg.indeed.com/rc/clk?jk=203bc2ad6985926d&fccid=664cda5b7c62a987&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,Y,,,,,,,,,,,,,,,,,,
590,30,Singapore,Data analyst,Info Sec Tech Lead Analyst,CITI,,3.9,"17,517",Central Singapore,"The Info Sec Tech Lead Analyst is a senior level professional position responsible for driving efforts to prevent, monitor and respond to information/data breaches and cyber-attacks. The overall objective of this role is to ensure the execution of Information Security directives and activities in alignment with Citi's data security policy.

Responsibilities:
Identify opportunities to automate and standardize information security controls and for the supported groups
Resolve any vulnerabilities or issues detected in an application or infrastructure
Analyze source code to mitigate identified weaknesses and vulnerabilities within the system
Review and validate automated testing results and prioritize actions that resolve issues based on overall risk
Manage interactions with Ethical hacking vendors focusing on vendor managment and attention to Citi methodologies
Coordinate Business testing requirements and advise on Citi Policy requirements
Develop and Maintain senior level reporting for management area.
Reduce risk by analyzing the root cause of issues, their impact, and required corrective actions
Direct the development and delivery of secure solutions by coordinating with business and technical contacts
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.

Qualifications:
3-7years of relevant experience
Advanced proficiency with Microsoft Office tools and software
Consistently demonstrates clear and concise written and verbal communication
Proven influencing and relationship management skills
Proven analytical skills

Education:
Bachelor’s degree/University degree or equivalent experience
Master’s degree preferred
This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.
-
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - SG
-
Time Type :Full time
-
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity .
To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement .
To view the EEO Policy Statement .
To view the Pay Transparency Posting .",https://sg.indeed.com/rc/clk?jk=a7e0a646b222b0d4&fccid=5bcd1ef0a7f4fb99&vjs=3,,,,Not Mentioned,Bachelor,Master,,,,,,,,,,,,,,,,,,,,,,,,,
591,30,Singapore,Data analyst,Business Analyst â€“ Market Risk/ Credit Risk,Comtel Solutions Pte Ltd,,3.4,29,Singapore,"Job Description :
SCOPE:
The department is responsible for development and maintenance of Risk and Finance applications used by worldwide users, composed of the following divisions:
Market Risk IT handles risk and P&L consolidation and regulatory reporting, P&L analysis application portfolio, comprehensive risk calculation applications based on internal and regulatory models
Counterparty Risk IT handles applications responsible for risk data collection, risk calculation.
Credit Risk IT covers Front office Applications, Credit Decision Processing tool, Global Authorization Repository system and Default History Data Base
Design and review requirements in the solutions
Test implemented solution in integration environment
Analyse and acknowledge defects and requests coming from users
Interact actively with the Business Analysts and/or Project Manager on onshore side to scrutinize all parts of the
Requirements looking for impacts and open points
Diagnose and resolve application functional problematics, using technical skills such as SQL for investigation.

REQUIREMENTS:
Experience in banking Industry
Technical experience or background to be comfortable with data models and SQL
Functional â€“ IFRS9, Liquidity risk, Interest Rate Risk, Basel III
Ability to work in an Agile delivery environment
Strong technical skills in tests methodology
Strong organizational and communication skills
Interested applicants are invited to apply by email to recruit@comtel-solutions.com

Job Description : SCOPE: The department is responsible for development and maintenance of Risk and Finance applications used by worldwide users, composed of the following divisions: * Market Risk IT handles risk and P&L consolidation and regulat",https://sg.indeed.com/rc/clk?jk=0d3866e485fbf43f&fccid=efb60ad50e873b47&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,Y,,,
592,30,Singapore,Data analyst,"Director, APAC Compensation and Benefits",Google,,4.3,"3,660",Singapore,"Due to the current health crisis related to COVID-19 and the escalating visa/travel restrictions in place, we're currently unable to extend offers to anyone who cannot work from Singapore due to lockdown visa/travel restrictions, or other restrictive measures until further notice. Consequently, we will be prioritizing candidates who can start in this location by set date as expected. We're keeping the situation under review and would adjust our position should the restrictive measures be removed later on.
Minimum qualifications:

Bachelor's degree or equivalent practical experience.
15 years of experience in compensation and benefits at a regional or global level.
Experience in strategic HR leadership at global multinational.
Experience in leading teams across numerous countries in Asia Pacific.


Preferred qualifications:

Experience in leading and implementing global C&B projects including compensation design/programs and benefit plan implementations.
Experience delivering strategy by working with cross functional peers.
Extensive engagement with leadership on compensation/benefit and talent strategy.
Ability to manage a complex set of stakeholders and advocate change through influence rather than authority.
Ability to analyze data, understand trends and develop recommendations for action based on analysis.
About the job
As Google’s global footprint grows, so does the complexity of our business. You will bring deep compensation and benefits knowledge of the APAC market to ensure we remain competitive from a total rewards perspective. You’ll be able to balance strategic and tactical work when needed, diving deep on analyses and providing resolutions to key business initiatives.
Our Googlers are innovative, take big risks and get things done, and our compensation plans are designed to reward them accordingly. We aim to better recognize outstanding performance, so as a member of this team, you're an unconventional thinker and are willing to make bold bets. You take Googlers' feedback seriously, and collect it often to continually improve and enhance our programs through a two-way dialogue. Combining data and feedback from our Googlers with the latest industry research, you'll make large-scale, data-driven decisions that impact Googlers in a meaningful way.
You will build and maintain innovative compensation and benefit programs that ensure we maintain our competitiveness, yet still set us apart as an employer of choice. As a leader, you will take ownership of various country benefit programs, yet be flexible enough to work on regional projects.
Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants, and analysts, we're the advocates of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them"". We bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next Googler, refining our core programs, developing talent, or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field.
Responsibilities
Build internal relationships with business leaders to create forward looking solutions that are market and/or function specific.
Manage both people managers, individual contributors and indirect reports.
Provide financial oversight of our compensation and benefit programs.
Represent Asia Pacific compensation and benefits as part of the global leadership teams.
Integral members of the Asia Pacific People Operations regional leadership team ensuring the overall success and growth of our colleagues.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",https://sg.indeed.com/rc/clk?jk=6ab5aa7cf003bb7e&fccid=a5b4499d9e91a5c6&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,,,,,
593,30,Singapore,Data analyst,Statistical Analyst (SAS Programmer),Singapore Clinical Research Institute,,3.3,3,Singapore,"Singapore Clinical Research Institute (SCRI) is an Academic Research Organization dedicated to enhance

the standards of human clinical research. SCRI strives to improve patient care through the design and conduct

of high-quality, cutting-edge clinical studies. SCRI supports academic, public-sector and industry-sponsored

studies ranging from proof-of-concept to late-phase clinical trials and epidemiological studies. SCRI is

developing core capabilities, infrastructure and scientific leadership for clinical research in Singapore.
We are in the process of expanding our Biostatistics team, and looking for a Statistical Analyst (SAS

Programmer) preferably with at least 3 years of experience in clinical research. Candidate with strong

knowledge in SAS programming and CDISC standards is preferred.
A brief description of the position is as below:
You will be responsible for the following:

Review study documents (protocol, case report forms, edit checks, dataset specifications, statistical
analysis plan, mock shells etc.)
 Programming and validation of analysis datasets (with/without CDISC standards)
 Programming and validation of tables, figures and listings
 Preparation and validation of Define.xml (with Pinnacle 21) and Data Reviewer's Guide (SDRG and
ADRG) documents
 Development of project-specific and global utility macros
 Conduct SAS programming training/workshop

Requirements:

Bachelor or master degree preferably in statistics
 3 to 5 years of practical experience preferably in a CRO or pharma company
 Excellent knowledge in SAS programming and CDISC standards
 Knowledge in clinical trials and regulatory activities
 Good oral and written communication skills
 Ability to work in a multidisciplinary team environment
If you meet our requirements and are interested in taking up this new career opportunity, we would like to hear
from you. Please send your resume to recruit@scri.edu.sg.
(Only shortlisted candidates will be contacted)",https://sg.indeed.com/rc/clk?jk=df0fbd4cc5aeb77f&fccid=2114fe11807167e3&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,,,,Y,,,,,,,,,,,,,,
595,30,Singapore,Data analyst,Product Marketing Specialist,Perx Technologies Pte. Ltd.,,,,Singapore,"About Perx:

Perx Technologies provides a fully integrated solution that combines a next-generation SaaS loyalty management system and omni-channel marketing technologies to deliver revenue-driving digital customer experiences.

The Perx Loyalty and Customer Engagement platform allows large B2C enterprises to drive meaningful digital customer experiences targeted at millions of customers. The A.I. enabled platform is trusted by the likes of UOB, HSBC, Central group, AXA, Prudential, Digi, among others in the South East Asian and European markets to drive revenue.

We’re a company that understands that product innovation comes from people innovation, and that’s why we invest in cultivating leaders and HIPOs throughout the organization. If you’re passionate about creating and contributing to a top-notch culture and talent pool, join us!

Job Description:

We’re looking for an experienced SaaS Product Marketer to join our in-house marketing team. This role acts as a key conduit between Marketing, Product and the Sales organization. Besides product marketing experience, this role requires strategic thinking, SaaS and martech domain knowledge as a prerequisite.

Focusing on driving demand for and adoption of a product among existing customers and prospects at the top of the funnel, the role demands an acute understanding of the product’s vision, feature set, key differentiators and our target audience. This understanding will help develop the product’s positioning, messaging and customer facing assets and tools that would enable sub-teams of sales such as customer service and customer success. It covers the launch and execution activities in addition to the marketing strategy for the product.

Responsibilities:
Support Head of Marketing to drive product Go-to-market strategy and execution – Starting with mapping and aligning product’s roadmap with corresponding marketing initiatives.
Define and deliver core professional services, training and support deliverables cover positioning, messaging, and content to enable sales and customer success teams.
Work with cross-functional teams to support press & analyst briefings, demand-generation campaigns, and events.
Work closely with Channels/Alliances team to on product evangelising, onboarding and training for specific categories of partners such as re-sellers.
Thought leadership – Express your opinion on hot topics and trends pertaining to our space and your field of expertise through blogs, social posts and other field usable assets.
Field enablement – Work with sales leadership, field engineering, and user marketing to create and deliver compelling enablement materials and collateral to the sales team and partners.
Focus – Constant prioritization across several competing objectives for optimal use of time and resources
Skills And Qualifications:
Experience in leading cross-functional teams to develop and launch enterprise software products (SaaS an added plus)
Experience in positioning and differentiating in a crowded market
Great communication skills, including written, verbal, and visual
Understanding of Martech and Adtech ecosystem and applications and/or managing a data platform is a plus
Ability to travel as required
What can you expect:
Treat you like an adult – It’s all about a healthy work-life balance. We’ll trust you to get work done and take a break when you need it.
Give you what you need – We’ll supply the environment and tools for success, allowing you to focus on professional growth and career development.
Challenge you – You’ll be surrounded by people equally committed to driving their KPIs keeping in mind the over all KPIs of the organization related to culture, top-line growth and customer satisfaction.",https://sg.indeed.com/rc/clk?jk=b6ccd67e8571888a&fccid=37c8b5dd01c1a869&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,
661,30,Singapore,Data analyst,Senior Business Analyst,CTES Consulting Pte Ltd,,,,Queenstown,"Job No: 2027 | Advertised on: 2019-09-25 | CIC: Jaclyn Tan | Reg. No: R1104237
Job Location(s): West (eg: Queenstown, Jurong, Clementi, Tuas)
 JOB DESCRIPTION
Our client is actively searching for a Senior Business Analyst to join their team!
If you are a dynamic individual seeking a new career opportunity, read further!

The responsibilities of this role are:
Identify areas of inefficiency in the existing system/manual processes, and help users to define business requirements which may entail process streamlining and/or automation. Assist users and provide guidance in process mapping for as-is and to-be process modeling.
Suggest processes for integration with technology and ways to increase productivity.
Participate in IT projects as a user project coordinator/user lead, and assist in the submission of new projects proposal (PPM)
Responsible for data integrity and taking lead in defining data conversion/migration requirements, verifying the correctness of converted/migrated data.
The first level of user testing, assist in developing of test scripts and co-ordinate user-acceptance testing of applications
Single point of contact to represent users’ requirement to IT support staff. Collate and prioritize issues/bugs reported and escalate to department IT Support Staff and follow up
Co-ordinate in users’ access matrix and assist business System Administrator in granting and revoking access rights to systems owned by the facilities and departments
Provide 1st Level support to users and perform troubleshooting and analysis. Escalate to the appropriate parties (e.g. IT support staff, IT care or users if it is a data-related issue).
Provide training and day to day support to users on the use of IT applications/software package especially in system configuration which do not require the intervention of IT professionals
Document and maintain user guides, Standard Operating Procedures of manual and IT systems.

The ideal candidate will need to have the following qualities and experience:
Degree in Business, Management Information System or Computer Science with at least 8 years’ experience as a Business Analyst in Business Information Technology Project
Proficiency in MS Project, MS Visio and knowledge in SAP system
Familiarity with applications support/helpdesk environment and good in customer service orientation
Strong managerial, communication and presentation skills
Good team player, responsible and conscientious. Resourceful, independent, responsive and pro-active


All applicants' CV will be treated with the strictest confidentiality. We regret to inform that only shortlisted candidates will be contacted.
SALARY
S$7,000.00 - S$7,500.00 per Month",https://sg.indeed.com/rc/clk?jk=300848c4aeaff255&fccid=0d33761e71805ec5&vjs=3,37940.0,40650.0,39295.0,30000-39999,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,,,,,
596,30,Singapore,Data analyst,Senior Business Process Analyst - Source to Pay Consulting,Bosch Group,,4.1,"4,982",Singapore,"Company Description

Robert Bosch (South East Asia) Pte Ltd is a regional subsidiary of the Bosch Group, representing the Group's interests in Southeast Asia where it is present in all ASEAN member countries. Business operations in these countries report to Robert Bosch (South East Asia) Pte Ltd, located in Singapore. Bosch has been present in Southeast Asia since 1919, with diversified businesses in the company's four business sectors - Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. Bosch's strategic objective is to improve quality of life with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.”

Job Description

1. Source to Pay Consulting (SAP)
Order, Delivery and Invoice Management - End to end Source to Pay Consulting
Strong knowledge in all linked modules
2. IT Requirements, portfolio management and escalation managemet
Gather IT requirements and ensure requirement maturity
Scope Management and Prioritization
Co-ordinate General consulting in various modules
Responsibility for local applications requirements into divisional IT roadmap
3. Project Management
Responsible for all Rollout projects within the region
Manage Projects with planning, controlling and Monitoring
Master Data Consulting and Migration
4. User Support
2nd Level support to Users in Source to Pay Processes
Training, Testing and support projects
5. Other functions and task
Coordinate with IT department on the critical issues

Qualifications

Degree in Computer Science / Information Systems / Business Administration
Minimum 5 years of SAP Implementation and Process expertise in trading/Export industry
Strong Process Consultancy Skills
Strong interpersonal skills with ability to interact with all levels of staff, good team player
Technical competence in SAP
Willing to travel (30%)
Additional Information

null",https://sg.indeed.com/rc/clk?jk=f9236a7dee98a61e&fccid=a2faf1301ac6ad4b&vjs=3,,,,Not Mentioned,Bachelor,Master,,,,,,,,,,,,,,,,,,,,,,,,,
598,30,Singapore,Data analyst,"Analyst, System Operation & Administration",Mizuho Bank Singapore,Full-time,,,Singapore,"Information Technology - Help Desk / Infrastructure / IT Security / System Admin
Overview of Division/Department
Our System Operation and Administration (SOA), a member of the Asia IT & Operations Department, is responsible for system operations, application administration, system administration, and system risk control, including IT compliance. Through this department, we manage Head Office systems and application administration projects for the region
Auto req ID
609BR
Department
Asia IT & Operations Department
Section
System Operation & Administration
Company Profile
Mizuho Bank, Ltd. is a subsidiary of the Japan-based Mizuho Financial Group, Inc. (listed on the Tokyo Stock Exchange and NYSE) and is one of the largest financial services companies in the world. Mizuho Bank, Ltd. provides financial and strategic solutions for the increasingly diverse and sophisticated needs of its clients with offices located in all the major cities of the world such as Tokyo, New York, London, Hong Kong and Singapore.
Job Responsibilities
Your key roles & responsibilities include:
Supporting in IT System Operation duties (daily EDP Operations for both Head Office Systems and in-house systems)
Managing all Hardware and Software License control
Managing general expense control and maintenance contract control
Responsible for data control and media librarian back up
Formulating, reviewing and updating internal Policy and Procedure Manual
Assisting in daily operations and projects
This role requires to work 2 rotation shift duties
Job Requirements
What you should have:
A Degree/Diploma in Information Technology with a minimum of 2 years related experience in IT system administration/ operations
Good team player and able to work independently
Good communications and interpersonal skills

Join Mizuho Bank, Ltd., in Singapore, and be part of our expanding team, passionate to build the future together. ""One MIZUHO: Building the future with you""",https://sg.indeed.com/rc/clk?jk=598168b2c87ab94b&fccid=0dfa42baa17ca2d0&vjs=3,,,,Not Mentioned,Diploma,Bachelor,,,,,,,,,,,,,,,,,,,,,,,,,
600,30,Singapore,Data analyst,Aromatics Market Analyst / Manager - Petrochemical,Michael Page,Full-time,,,Singapore,"Part of a huge investment deal

Career progression in the pipeline

About Our Client
Our client is a petrochemical manufacturer with global presence and influence across multiple industry sectors that includes government water systems, telecommunication, healthcare, energy and power and more. They are built upon a solid foundation of technologies that is has been improved through numerous rounds of innovation across the past 40 years. With the new-found project team spearheading an additional area of revenue, they too require an expert in market or business intelligence, who would be responsible for price projection and analysis, financial modelling, and competitor analysis. This individual needs to come with an understanding in aromatics or the MTBE / Butadiene.

Job Description
As the Aromatics Market Manager, you are to drive all aspects of market intelligence for the team. You would be responsible for being at the top of all trends and changes pertaining to the liquid chemicals concerned (MTBE and Benzene). In this role, you will also work closely with the strategy team as well as the market intelligence team.

You will also be challenged to the following:

Develop a systematic approach to track competitor movements and trends in order to analyse market outlook, changes in pricing, as well as how different regions and countries react
Develop insights through both primary and secondary sources of information
Create short term and long term market outlook based on historical data and trends
Suggest price points for all product components factoring timing, location, quantity and application, based on a thorough an analytical study and detailed forecasting
Hold a project management framework, and work as a team, being flexible to take lead and initiative of additional requirements that may arise
Be a liaison between internal stakeholders coming from different business units, and sharing insights through discussions and/ presentations
The Successful Applicant
Excellence academic qualification in Business, Engineering, Economics, Statistics or a related field
Petrochemical experience within a manufacturer or market research and analyst work with a chemical reporting company or consulting firm
Experience and knowledge in aromatics or the C4 strain - MTBE or Butadiene
7 years' or more experience in project management and market intelligence
At least 3 years' relevant experience in market intelligence or market research focusing on liquid chemicals
Strong communicator to deliver ideas effectively using Microsoft PowerPoint or any other tools during internal meetings or external client engagements
Cultural awareness to region specific practices and behaviours
What's on Offer
The role offers the individual an opportunity to take the lead in competitor intelligence and market intelligence, within a huge project where the company has thrown in large amounts of money as an initial investment for their 10 year goal. As this role is also open to candidates from petrochemical reporting firms, it offers the opportunity to move to the production angle and impact the company directly. This role will also offer the opportunity for future growth within the team, or across the other business units.

Contact:
Zi Hui Lim
Quote job ref: 4085176
+65 6416 9831
Save Job
Apply
Aromatics Market Analyst / Manager - Petrochemical
From email *
To email *
Our client is a petrochemical manufacturer with global presence and influence across multiple industry sectors that includes government water systems, telecommunication, healthcare, energy and power and more. They are built upon a solid foundation of technologies that is has been improved through numerous rounds of innovation across the past 40 years. With the new-found project team spearheading an additional area of revenue, they too require an expert in market or business intelligence, who would be responsible for price projection and analysis, financial modelling, and competitor analysis. This individual needs to come with an understanding in aromatics or the MTBE / Butadiene.
Job Description
As the Aromatics Market Manager, you are to drive all aspects of market intelligence for the team. You would be responsible for being at the top of all trends and changes pertaining to the liquid chemicals concerned (MTBE and Benzene). In this role, you will also work closely with the strategy team as well as the market intelligence team. You will also be challenged to the following:
Develop a systematic approach to track competitor movements and trends in order to analyse market outlook, changes in pricing, as well as how different regions and countries react
Develop insights through both primary and secondary sources of information
Create short term and long term market outlook based on historical data and trends
Suggest price points for all product components factoring timing, location, quantity and application, based on a thorough an analytical study and detailed forecasting
Hold a project management framework, and work as a team, being flexible to take lead and initiative of additional requirements that may arise
Be a liaison between internal stakeholders coming from different business units, and sharing insights through discussions and/ presentations
The Successful Applicant
Excellence academic qualification in Business, Engineering, Economics, Statistics or a related field
Petrochemical experience within a manufacturer or market research and analyst work with a chemical reporting company or consulting firm
Experience and knowledge in aromatics or the C4 strain - MTBE or Butadiene
7 years' or more experience in project management and market intelligence
At least 3 years' relevant experience in market intelligence or market research focusing on liquid chemicals
Strong communicator to deliver ideas effectively using Microsoft PowerPoint or any other tools during internal meetings or external client engagements
Cultural awareness to region specific practices and behaviours
What's on Offer
The role offers the individual an opportunity to take the lead in competitor intelligence and market intelligence, within a huge project where the company has thrown in large amounts of money as an initial investment for their 10 year goal. As this role is also open to candidates from petrochemical reporting firms, it offers the opportunity to move to the production angle and impact the company directly. This role will also offer the opportunity for future growth within the team, or across the other business units.
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }
Function:Marketing
Specialisation:Analysis & Planning
Industry:Industrial / Manufacturing
Location:Singapore
Contract Type:Permanent
Consultant name:Zi Hui Lim
Consultant contact:+65 6416 9831",https://sg.indeed.com/rc/clk?jk=44f53c3aa22850d5&fccid=77087bd1709a8148&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,Y,,,,,,,,,,,,,,,,,,
601,30,Singapore,Data scientist,Capacity & Performance Network Analyst (Bulgaria),Epsilon Telecommunications Limited,,,,Singapore,"Location

Bulgaria

Overall Purpose of Job
The role of Capacity Analyst is to provide and publish reports based on actual available capacity to the organisation and forecast capacity trends to enable the engineering team to install capacity on time across all network layers horizontally and vertically.

The Capacity Analyst is also part of the customer ordering process and working with the technical sales team, service delivery team and provisioning team to ensure smooth implementation and Just-In-Time capacity and port availability and is also involved in network consolidation projects to provide forecasts of free rack space and power based on consolidation projects.

Key Responsibilities

Collecting usage data from the network
ODF port management and pre-cabling to MMR
Equipment ports
Equipment slots
Rack space and power utilisation
Matrix utilisation
Voice switch licenses usage
Voice number usage
Analysing the collected data and providing details to Network Planning
Provide trending forecasts of network capacity growth, port take-up, and SIP licenses.
Provide forecasts of rack space and power based on network consolidation programmes and upgrades required.
Allocate ports to provisioning
Reserve ports and capacity for high profile orders.
Uploading new ports to online ordering systems
Uploading new voice numbers to online ordering systems
Take part in internal planning and Engineering meetings

Job Requirements
Ideally has a data analyst, data scientist or software development background/education
Proficient in BI tools such as Power BI or Tableau
Good analytical skills and understanding of trends in data networks.
Knowledge of WDM, OTN, SDH, Ethernet, and MPLS
Knowledge of SIP and Softswitch operations a plus, but not necessary.
Good timekeeping
3-5 years’ experience in a telecommunication service provider
The selected candidate is subject to a background check
Analytical thinking and open-minded to solutions from others.
Curious and willing to explore solutions and self-study when required.
Detail-oriented.
Team player but able to work solo when required.",https://sg.indeed.com/rc/clk?jk=1a4b1410fa4a079c&fccid=20d3ca8bbb29fc17&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,
606,30,Singapore,Data analyst,Business Systems Analyst II - Analytics BSA,Schellden Global Pte Ltd,,,,Singapore,"Job Description:
Support business functions within the organization for analytics use cases.
Engage with business to understand business objectives of the use cases, translate to functional specifications for development team.
Work with business to define Success Criteria/ Business Test Plans for the analytical use cases.
Should be able to provide recommendation to business on data visualization and dashboards.
This is a techno functional position with hands-on delivery role, working with business stakeholders, working with the cross-functional teams, while ensuring excellent business relationship.
Prepare and maintain weekly status reports on Project delivery.
Perform data profiling and come up with recommendations and report data quality issues.
Must have SQL knowledge and expected to be hands on and write complex sqls for data analysis. Good to have python and shell scripting experience.
Expertise in analytics tools like OBIEE/Sisense/Tableau/Power BI. Should be able to create logical data models for analytics.
Coordinate with data engineers and architect/leads for successful delivery of projects.
Functional knowledge of business processes, exposure to ERP & CRM software like Oracle EBS, Siebel CRM, Salesforce are preferred.

Skills:
Must have 2 to 4 years of experience handling business stakeholders
Must be hands-on and have working experience in OBIEE/Tableau/Power BI.
Prior Experience in ETL tools like Informatica/ Talend will be a plus.
Must possess excellent verbal and written communication skills. Must be able to effectively communicate & work with fellow team members and other functional team members to coordinate & meet deliverables.
Must be a team player with strong inter-personal skills.
Must be able to work in a fast-paced team environment with minimal supervision. Must have the ability to escalate issues in a timely manner.
Excellent written, verbal, presentation & documentation skills to foster clarity and predictability. Must be able to effectively communicate with people at different levels including customers, vendors, management, technical stake holders, developers etc.

Education:
Bachelors/Masters in Computer Science

Functional knowledge of business processes, exposure to ERP & CRM software like Oracle EBS, Siebel CRM, Salesforce are preferred.",https://sg.indeed.com/rc/clk?jk=e805767305ca042b&fccid=d66c310166795ba4&vjs=3,,,,Not Mentioned,Bachelor,Master,Y,,,,,,Y,Y,,,,Y,,,,,,Y,,,,Y,,Y,Y
608,30,Singapore,Data analyst,Information Technology - Analyst (Web Master/ASP.NET Developer),Scoot Tigerair Pte Ltd,,3.7,63,Singapore,"Job Description
Responsibilities:
Conduct system analysis and development, with limited support from professional staff, to keep our systems current with changing technologies.
Responsible for analysis of current programs, including performance, diagnosis, and troubleshooting of problem programs, and designing solutions to problematic programming to comply with policies & SOP A nalyze, design, develop and extend Content Management Systems and Applications .
M eeting SLA resolved & response and achieve KPIs
Document requirements and IT processes for knowledge creation, retention, and improvement.
Job Shadow to buddy a junior developer to be proficient with processes and procedure and skill set.
Be ahead of solution and technology functionalities in e-commerce.
Adopt Agile methodology to achieve timely and quality deliverables.
Duties:
To support airport ground operation projects, initiatives, and inquiries.
Collect, calculate, and check information from various sources to devise solutions, design systems, and implement system processes.
Conduct system troubleshooting & investigation to resolve any incidents reported.
Cooperate and communicate well with other personnel across departments to explain and assist in the integration of information management and data communication systems.
Recommend other methods and technology derived from the gathered data to maximise the efficiency of project implementation.
Analyse, create, document and maintain IT business knowledge processes and procedures.
Follow and comply with SDLC or AGILE methodology.
Requirements:
Degree in Computer Science/IT related or Diploma in Computer Science/IT with a relevant number of experiences.
At least three years relevant Information Analysts or/and Systems Analyst experience.
Keeping abreast of IT existing & emerging features of the web systems.
Good Verbal and Written Communication.
Essential knowledge in information technology, analytical software and database programs, operating systems and computer hardware platforms. Experience in areas such as Web development, database programming, ASP.NET, HTML, XML, XSLT, Javascript, SQL, PHP.
Having airport operation knowledge is an advantage.
Analytical and problem-solving skills.
Obsessed with customer experience
Persuasive and promotes action with ideas and plans
Team oriented, adaptable and able to work in a fast-paced environment",https://sg.indeed.com/rc/clk?jk=6e7f48f3984b7316&fccid=46ba9dfc05a41c5f&vjs=3,,,,Not Mentioned,Diploma,Bachelor,,,,,,,,,,,,,,,,,,,,,,,,,
