,Issued time,Country,Job category,Job title,Company,Part time/ Full Time,Star review,Number of reviews,Location,Job description,Indeed link,Min salary,Max salary,Average salary,Salary group,Minimum education level,Maximum education level,Python,Machine Learning,JavaScript,R,Java,IoT,Excel,Power BI,English,Chinese,SAS,Oracle,C++,C#,C,Qlik,alteryx,Tableau,SPSS,Powerpoint,PostgreSQL,SQL,MySQL,Visualisation tool,Programming tool,Star group
26,30,Hong Kong,Data scientist,Data Scientist,FNA,,,,Hong Kong,"Location: remote
Who is FNA?
FNA is a fast-growing, deep technology analytics company and leader in Supervisory Technology (SupTech) and Regulatory Technology (RegTech). The FNA Platform allows analysts and data scientists to map and monitor complex financial networks and to simulate operational and financial risks. FNA's clients include the world's largest central banks, financial market infrastructures, leading financial institutions and government agencies
Make an impact on the global stage!
Apply your curiosity of machine learning and network science for the betterment of all and help us make the financial system safer and more efficient. You'll help the world's largest and most influential financial institutions by delivering solutions to some of their topmost predicaments. Join a selective team of brilliant data scientists who challenge the status quo daily and are quietly pushing forward the bleeding edge of analytics with our advanced graphing platform.
We're looking for Data Scientists who enjoy autonomy and working remotely with some travel to interface with clients for implementations, training and use case exploration. You consider Advanced Analytics, Machine Learning, Artificial Intelligence, Big Data, Business Intelligence, and Data Visualization your playground. You have hands-on experience delivering successful projects and solutions to customers In-Cloud and On-premise installations. This role will be an integral part of the Data Science team, working to accelerate the development of our software capabilities while implementing and delivering successful solutions for globally important institutions in Asia.
What are the benefits of joining FNA?
Contributing to FNA's mission of making our global financial system safer and more efficient
Opportunity to expand your career with additional duties and job titles as the company grows
Being part of a high-growth technology company developing and implementing the next generation of analytics solutions that is changing how businesses analyze their data
Being part of a team of collaborative, brilliant, passionate, hard-working & humble colleagues who embrace working from anywhere there is a solid internet connection
Entrepreneurial spirit at every level of the company
Fully supportive of your personal and professional growth with a £1k/yr annual stipend for continuing education
Twice per year company trips to very cool locations for all team off-sites
You will own projects from end to end, stamp your name to important work and document use cases in technical reports, white papers, etc.
Publish! Publish papers stemming from your projects at FNA
Key Areas of Responsibility:
Using the FNA platform and scripting language, identify hidden behavioural patterns and interconnections in large datasets, helping to create breakthrough solutions, performing exploratory and targeted data analyses as part of quantitative services engagements or proof of concepts. This will be achieved both remotely and on-site with clients
With time, the Data Scientist will be customer facing to develop and present customer specific use cases clearly and concisely, communicate analyses, recommendations, status and results to existing customers and prospects at business management and executive level
You will be heavily involved in the research and development of new use-cases, either as part of our product road-map or based on specific customer requirements
Partner with cross-functional teams to solve business problems at scale and identify trends/opportunities for the customers
Customer Excellence - Effectively help to resolve relevant customer support requests in a professional and timely manner
Required profile:
The right candidates will have experience and knowledge of Machine Learning concepts and will be allowed the freedom to explore new concepts to help develop future products
You've executed in highly complex situations, delivered measurable business value, and exhibit strategic business acumen
2+ years commercial experience as a Data Scientist
2+ years experience with machine learning and predictive modeling within large datasets
2+ years experience with R/Python/MatLab/SQL or similar
Experience on projects applying network science/graph analytics
You have excellent analytical and problem-solving skills using a range of data analysis or statistical techniques
Passion and curiosity for what is happening within RegTech/FinTech/SupTech, Big Data, Graph Databases, Data Analysis and especially Graph Analytics
The right candidate will be naturally inquisitive, analytical and have good attention to detail. You should have the ability to communicate technical findings to non-technical personnel and not be afraid to present creative, data-driven ideas to stakeholders
You like to get things done with speed and efficiency
Business level written and spoken English is a minimum
Ability to travel approximately 25% of the time (Domestic and International)
Nice To Haves:
MS or PhD level qualification in mathematics, statistics, physics, engineering or related applied quantitative field
Bi-lingual business-level language capability

N3RKqWu2Sw",https://hk.indeed.com/rc/clk?jk=2e548a239066d4dc&fccid=be673821c44914d0&vjs=3,,,,Not Mentioned,PhD,PhD,Y,Y,,,,,Y,,Y,,,,,,,,,,,,,,,,Y,5.0 stars
947,30,Hong Kong,Data scientist,Data Scientist - Reputable Financial Startup,Michael Page,Full-time,3.5,315,Hong Kong,"Function:Marketing
Specialisation:Marketing Communications
Industry:Financial Services
Location:Hong Kong
Contract Type:Permanent
Consultant name:Andy Lam
Consultant phone:+852 3602 2414
Job Reference:4117445",https://hk.indeed.com/rc/clk?jk=2879ba1cd959094c&fccid=77087bd1709a8148&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,
28,30,Hong Kong,Data analyst,Data Analyst,China Citic Bank International,,3.3,13,Hong Kong,"Responsibilities


Apply data mining and statistics (i.e. retention models, customer segmentation models, predictive forecast)Review and validate models effectiveness and performancesAdvise on appropriate analytical models based on available data, technology and platformPrepare reports based on analysis and present to management with strategic actionable insightsTranslate unstructured business questions into quantitative problemsGenerate and test hypotheses, analyse and interpret the results of product experimentsDevelop & maintain various performance dashboard by TableauWork closely with internal stakeholders and external vendors on project planning and execution


Requirements


Degree or above in Mathematics, Statistics, Data Science, Computer Science or relevant disciplines
Minimum 5 years' experience relating to data analytics, with at least 3 years in data mining, statistical modeling, predictive analytics, next to buy model, machine learning or data science related workProficiency in statistical tools, database software such as SAS, SAS EM, MS-Access, Machine learning
Big Data development experience (e.g. Cloudera, Hive) and knowledge of Python and analytics libraries will be an advantageSolid experience with statistical modeling tools and data visualization toolsImplementation experiences of statistics, decision tree models, k-means clustering, logistic regression, Neural, random forest, xgboost etc.Implementation experiences in google cloud platform will be an advantageStrong analytical mindset and problem solving skillGood interpersonal and communication skillsGood command of both spoken and written English and Chinese (including Putonghua)",https://hk.indeed.com/rc/clk?jk=a92158c39320e8c2&fccid=94431f42f43dd27b&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,Y,Y,,,,,,,Y,Y,Y,,,,,,,Y,,,,,,Y,Y,
945,30,Hong Kong,Data scientist,Data Scientist / Data Engineer (PhD),Match Talent,Full-time,,,Hong Kong,"Interested in complex data? Consider joining an innovation team in a solid growing data science environment.

Responsibilities:

Design and develop data patterns
Translate complex problems, functional and technical requirements into reality
Applying Data Science principles for ensuring data processes are aligned with overall business operation
Working around data quality, data stewardship, and security controls
To ensure data pipelines are scalable, repeatable and secure serving multiple users

Requirements:

Masters or PhD in Computer Science, Mathematics, Engineering or relevant subject
Strong knowledge in data technologies, advanced analytics, and cloud technologies
Hands-on and familiar with Python, R, SAS, Java, C++, Scala including database: MongoDB, Cassandra, Hbase etc.
Security design would be a plus
Excellent communication skills with positive and problem solving mindset
Individual contributor and team player
Working visa can be provided for the suitable candidate",https://hk.indeed.com/rc/clk?jk=1be7c57e3e683d1d&fccid=4da850c42dac5cb0&vjs=3,,,,Not Mentioned,Master,PhD,Y,,,Y,,,Y,,,,Y,,Y,,,,,,,,,,,,Y,5.0 stars
944,30,Hong Kong,Data scientist,Software Engineers,L3 Bioinformatics,,,,Hong Kong,"To participate in R&D projects on high performance computing technologies for the analysis of ""big"" genomics data
Learn More
Requirements:
Bachelor degree in Computer Science or equivalent
Fresh graduates welcomed for junior posts; 3 years’ working experience for senior posts
Experience in multiple programming languages, e.g. C++, Java, Python
Good teamwork and problem solving skills
Willingness to learn new technologies
Prior background in bioinformatics NOT required
Job Description:
To participate in R&D projects on high performance computing technologies for the analysis of ""big"" genomics data
Monthly Salary:
HK$ 20,000 to 35,000, depending on qualification & experience
L3 is a young company where scientists, engineers, professors, and industrial partners work together to invent and develop the future of computing technologies for bioinformatics.


That said, it is never easy to develop state-of-the-art technology which advances genomics analysis.


We are always on the lookout for biologists who understand the hard problems in genomics analysis. We need experts to design advanced algorithms and to solve these problems. We need engineers who can put together the right computing architecture for the designed solutions. We need designers who can make these solutions easy to use.


And perhaps the hardest of all, we need a team who can work together and change the world.",https://hk.indeed.com/rc/clk?jk=50d2a585c1fbc88b&fccid=281a1cfb9b27dccc&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,Y,,,,,,,,,,,,Y,,,,,,,,,,,,Y,5.0 stars
959,30,Hong Kong,Data scientist,UX Researcher,lalamove,,3.5,22,Hong Kong,"At Lalamove, you will work with very talented PMs, designers, engineers, marketers and different stakeholders in a fast-paced, rapidly growing, enthusiastic company.

The ideal candidate is someone who is inspired by people, loves understanding why people behave the way they do, and has the technical skills to dig deep into motivations.

You will be responsible for defining problem statements, determining research time frames or budgets, conducting different user research methods, forming insights and translating them into appropriate deliverables including reports, journey maps, presentations, and wireframes. You will work closely with the Product Managers, UX/UI Designers, and other product departments for the purpose of promoting the best practices in user research. You will also work with internal teams in different cities in East Asia and South East Asia to conduct research and understand customers and drivers in different countries.
What You'll Do
Define, plan, and conduct user research at every stage of the product’s lifecycle; from concept to design to production (define problems; create personas, evaluations, user-flows/journeys, user-feedback, analyze quantitative and qualitative user research; work with designers to build prototypes, etc.)
Provide customer insights from people across different regions where Lalamove operates to help drive evidence-based product and design decisions
Collaborate with other team members (designers, product managers, data scientists, business analysts) to identify best practices and establish a data-driven, user-centric approach
Liaise with other ux researchers in the co-development and tracking of user-research needs and goals to ensure that user research is consistently supporting product initiatives.
What We Seek
You have a minimum of 3-5 years of experience in qualitative research or a related discipline such as UX design or design strategy.
You are familiar with a variety of qualitative research methodologies, such as: conducting one-on-one interviews and ethnographic-style fieldwork, moderating group conversations, running live prototyping sessions, conducting co-design workshops, and engaging users remotely
You have high-quality planning and organizational capabilities
You have a strong understanding of UX and the latest technology trends
You are a good team player, self-motivated, have strong interpersonal skills and can effectively communicate to stakeholders
You have some experience with basic mixed methods research, and are able to synthesise quantitative data with qualitative user research
You are fluent in English
Nice To Have
You have a degree in Psychology, Human Computer Interaction, Social Science, Design Strategy, or a related field
You have fluency in other languages such as Mandarin, Cantonese, Vietnamese, Tagalog, Indonesian
If you have experiences or talents that compliment your depth of research craft, such as in UX writing, service design, communication design, or others, please let us know
Portfolio Submission [Required] - Your portfolio should include 1-2 examples of projects you’ve worked on in a research capacity. In your description of 2-3 example projects, focus on:
The challenge you were trying to solve
Your specific role on the project
The research approach and methods you used
Some of your key learnings, or insights
The impact of your research findings on design and/or business strategies.",https://hk.indeed.com/rc/clk?jk=ab3f605f90f58319&fccid=0c4d265f75ba7913&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,
118,30,Hong Kong,Data analyst,Business Analyst - Healthy & Beauty Asia eCommerce,A.S. Watson Group,Full-time,,,"Fo Tan, New Territories","Job Description:
You’ll be responsible for receiving issue reports, trouble shooting, analysis and providing solutions;
Able to use simple SQL computer language and Excel formula to speed up the trouble shooting process
Providing input and assistance to the Development Team to identify and resolve defects;
Ensuring defects are recorded in company tracking system;
Preparing training documentation
Suggests changes to refine and streamline workflows with the goal of maximizing efficiency and productivity without sacrificing quality on content management, product catalog maintenance and promotion setup process for Developing Business Units
Analyzing complex business problems from different angles, performing gap analysis, assessing how automated systems can be implemented to solve them and manage Developing Business Units IT development to automate cross platforms reconciliation for operations
Keep up to date with developments regarding the latest content, product catalog and promotion engines. Share and use this knowledge to keep developing the BU websites to stay ahead of our competitors
Guide and advise Developed Mature Business Units about the best practice in content and product catalogue management and promotion setup to drive business, branding and product awareness
Providing business unit user ""how-to"" documentation on content maintenance/product catalog maintenance/promotion setup
Work closely with in-house stakeholders to achieve assigned targets, member acquisition, retention, conversion and provide delightful shopping experience and ensure local BU to adopt Group direction for local execution
 Job Requirements:
Degree in e-Commerce, Business, Information System or related disciplines is preferred
Extensive experience in executing compelling campaigns and content initiatives
Have good sound knowledge in e-Commerce/3rd party e-Marketplace, mobile, multi-channel and/or digital system integration
Have strong logical mind with data manipulation skill like Excel/SQL tools
Strong problem solving, analytical skill, organizational skills and patience with a demonstrate high attention to detail.
Driven by a desire to make improvements
Excellent written and verbal communications skills
Passionate in Digital or E-commerce trend
Proactive team player, highly organized and efficient with a can-do attitude
Excellent interpersonal skills to be team player and independent contributor
Possess knowledge and experience on Hybris, Retalix, Promotion Builder, Retek is a definite advantage
Some travel may be required
At least 2 years of experience in retail or eCommerce company
Work in an international environment, being in contact with several Business Units in Asia",https://hk.indeed.com/rc/clk?jk=676049c20807055d&fccid=1f593f8528f0c819&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,5.0 stars
906,30,Hong Kong,Data scientist,Research Scientist,Taron Solutions,,,,Hong Kong,"Summary

Taron Solutions Limited is entering an exciting period to build our global brand servicing pharma and biopharma industries. We are looking for a Research Scientist at our Hong Kong Headquarters to help progress research projects, formulate products, and perform analytical testing, utilizing the technical expertise as part of a strong R&D team. The individual conducts duties and responsibilities listed below, plus any other tasks as requested by the supervisor.

Duties and Responsibilities
Manages and works on research projects (product formulation, particle engineering, wet chemistry, process scale-up) of moderate size and scope with minimal supervision.
Help performs analytical testing on products (wet chemistry, product stability, etc).
Identifies and interprets data independently. Performs data management and tasks to record results effectively in lab notebook or computer system with minimal supervision.
Assists in laboratory equipment procurement, maintenance, improvements, and design. Can operate laboratory equipment independently.
May perform quality control testing under supervision from Head of Quality Control or a supervisor. Investigates and resolves problems in a timely manner.
Generates SOPs, forms, logbooks, study protocols, specifications, stability protocols and reports as necessary.
Continues to be up to date with scientific paper, governmental regulations and guidelines.
Works well with peers from different disciplines and a good team player to achieve departmental and company goals.
Coordinate effectively with different disciplines and share knowledge, skills and experience.

Requirements
Master’s degree or above in Chemistry, Pharmaceutical Sciences, Chemical Engineering or related major.
Hands on experience in analytical testing (HPLC, UV-vis, etc) and experimental design a plus.
Pharmaceutical product formulation or particle engineering experience a plus.
Familiar with MS Word, Excel and other common computer skills.
Able to work in Hong Kong.
Proficient in both verbal and written English. Optional Chinese (Mandarin and Cantonese).

Salary will be based on educational level, discipline, and years of experience. Other benefits based on short-term and long-term incentive performance base (cash and stock options).
Candidates interested in applying for this position can send a cover letter as well as an updated CV with contact information to the following email address: info@taronsolutions.com",https://hk.indeed.com/rc/clk?jk=10a6b6a262c54bb1&fccid=336318edee87fdde&vjs=3,,,,Not Mentioned,Master,Master,,,,,,,Y,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
94,30,Hong Kong,Data analyst,Campaign Strategy & Delivery Analyst,Turner,,,,Hong Kong,"Opportunity Overview
About CNN International



CNN’s portfolio of news and information services is available in seven different languages across all major TV, digital and mobile platforms reaching more than 450 million households around the globe. CNN International is the number one international TV news channel according to all major media surveys across Europe, the Middle East and Africa, the Asia Pacific region and Latin America and has a US presence. CNN Digital is a leading network for online news, mobile news and social media. CNN is at the forefront of digital innovation and continues to invest heavily in expanding its digital global footprint, with a suite of award-winning digital properties and a range of strategic content partnerships, commercialised through a strong data-driven understanding of audience behaviours. Over the years CNN has won multiple prestigious awards around the world for its journalism. In addition, around 1,000 hours of long-form series, documentaries and specials are produced every year by CNNI’s non-news programming division, CNN Vision. CNN has 39 editorial offices and more than 1,100 affiliates worldwide through CNN Newsource.

CNN International is part of Turner, a WarnerMedia company.

Campaign Strategy and Delivery Analyst


The Campaign Strategy and Delivery Analyst is an important new role at CNN. This position will drive our effort to put CNN’s audience at the forefront of our storytelling, analysing content performance to provide content creators with data that informs their approach stories and the topics they cover.

Also, this person will find efficiencies and process that enable us to meet sponsorship KPIs and the wider CNN audience growth targets.

This role is suited to someone with an analytical brain who can turn data into content strategies.

What part will you play?

Reporting into the Campaign Strategy and Delivery Manager, the role is a data-focused position that analyses content performance in real-time to meet the growing demands of CNN’s sponsorship portfolio. They will create and manage KPI documents that will be presented during team meetings to review the campaign pacing and inform the content commissioning process.


You will have some experience in working with analytics suites like Abobe Omniture, Chartbeat and Domo, as well as Google Analytics and a range of social tracking tools. These tools will be used to drive and ultimately increase revenue, but also with a focus on ensuring that the sponsorship team is contributing to CNN’s wider audience growth targets.


They role will monitor social and search trends to highlight opportunities to commission content around themes covered by the Editorial Sponsorship team – including sustainability, business, travel, style, sport or regionally focused news.


Working closely with our Commercial Insights and Digital Analysts to improve our tools and the range of reports and data. They will be vital in creating a culture that embraces data and the role it can play in helping CNN understand more about its global audience.



What do we need from you?
Strong analytical and quantitative skills including the ability to use audience research and metrics to optimize audience development plans. Ability to plan, measure and report on program successes through targeted KPIs.
Deep understanding of digital audience channels such as SEO, Social Media, Newsletters, Mobile Alerts and other news and entertainment digital outlets and their respective metrics.
Ability to thrive in a fast-paced newsroom environment.
Understanding of SEO best practices to assist editorial and programming teams with site and campaign optimisation.
Basic understanding of A/B and Multivariate testing and personalization campaigns, ideally with Optimizely.
Creating and testing hypotheses based on insights from audience targeting and analyses, both on owned platforms as well as in Social Media networks, particularly Facebook and YouTube.
Basic knowledge of digital media technologies, particularly a good understanding of capabilities and limitations.
Strong working knowledge of analytics platforms and BI tools such as Adobe/Omniture, Chartbeat, Tableau, and SimilarWeb.
Communication, presentation and organizational skills and ability to collaborate and work well with others.

Desirable:
Bachelor's Degree in Business, Science, Marketing, Journalism or a related discipline.
Experience working in a global editorial organisation.
Understanding of Real-Time-Bidding and Programmatic media landscape.",https://hk.indeed.com/rc/clk?jk=6dc4b8078a1b8985&fccid=92b6ad9b1bd886b6&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,5.0 stars
869,30,Hong Kong,Data scientist,Junior Data Scientist,Krunch,,,,Hong Kong,"Job Highlights:

1~2 years of relevant work experience (fresh graduate are welcomed)
Dynamic Tech Startup Environment working closely with US Silicon Valley tech firms
Python and SQL is a must


Job Responsibilities:

Analyze and process complex data sets using advanced querying, visualization and analytics tools
Work on Data Cleansing and Normalizing, Data Management and Data Processing techniques like extracting, concatenating, modeling, sub-setting and duplicate records
Develop algorithms based on deep-dive statistical analysis and predictive data modeling
Collecting data, text standardization and performing text mining using different python libraries to create clusters and classify to compare the lab results


Requirement(Must):

Hong Kong based University graduate in Computer Science, Quantitative Analysis, Statistics or related disciplines
Strong knowledge and experience with Python/R and SQL
Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.)
Communication skills including written and spoken English (must) and Chinese
Fresh graduates are welcomed


Requirement(Preferred):

Experience with distributed data/computing tools: Hadoop or Apache Spark
Experience visualizing/presenting data for stakeholders using: ggplot, d3.js , Matplottlib, or Tableau
Familiar with different database structures like Array, Trees is a plus
Experience with Unstructured data set would be an advantage
Good interpersonal skills to deliver high quality of work and meet tight deadlines


Benefits:

Attractive salary package
Flexible working hours
Can work remotely as long as deliverables are met on timely manner
Opportunity to travel and connect with tech firms in Silicon Valley
Work with experienced data scientist


If you are interested in this opportunity, please contact Jordan Chung via info@krunchdata.io",https://hk.indeed.com/rc/clk?jk=dd3ed9d11d15a58f&fccid=759c21b516593ed6&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,Y,Y,,,,,,,Y,Y,,,,,,,,Y,,,,Y,,Y,Y,5.0 stars
868,30,Hong Kong,Data scientist,AML Data Scientist,Bank of China (Hong Kong),,4.1,534,Hong Kong,"Responsibilities:
Evaluate the effectiveness of the machine learning models proposed by solution vendors.
Collaborate with business users to monitor the performance of machine learning model.
Partner with solution vendors to deliver model development.
Review the architecture and design of machine learning POC.
Requirements:
University degree in a quantitative subject (e.g. Mathematics, Statistics, Data Science or related discipline).
Working experience in Artificial Intelligence, Machine Learning or Data Science.
Exposure to financial crime investigation is an advantage.
Experience in Python programming preferred.
Strong result-driven personality with an innovative spirit.
Strong analytical, interpersonal, presentation, written and verbal communication skills.

#LI",https://hk.indeed.com/rc/clk?jk=98e507e836860882&fccid=82a924ef8a1e6217&vjs=3,,,,Not Mentioned,Bachelor,Bachelor,Y,Y,,,,,,,,,,,,,,,,,,,,,,,Y,
867,30,Hong Kong,Data scientist,Data Scientist,Ledo Human Resources Company Limited,,,,"Tsuen Wan, New Territories","Responsibilities- Research and leverage big data and AI into HR system- Research for the technologies related to GPS navigation and unique IP address identification/verification- Research and develop cloud-based mobile application, utilizing GPS navigation to report attendance status in real timeJob RequirementHigher Diploma or above in Statistics, Mathematics, IT or related disciplinesMinimum 2 yearsStrong Experience in modelingFast learner, independent, responsible, self-motivated and able to accomplish deadlinesPassion for using new technologiesGood command of spoken and written English and CantoneseThose with less experience will be considered as Junior ScientistAdditional InformationWorking Hours: 5-day per weekLocation of Work: Tsuen Wan, N.T.Interested parties, please send us your full resume with your portfolio and availability and expected salary. A shortlist of applicants will be invited for an interview. Join us and have fun.工作類型: 全職薪酬:每月 $18,000.00",https://hk.indeed.com/company/Ledo-Media-Technology-Company-Limited/jobs/Data-Scientist-1f7f94d0f1b7fbbb?fccid=a4b2d5317fa9b46a&vjs=3,18000.0,18000.0,18000.0,10000-19999,Diploma,Higher Diploma,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,5.0 stars
95,30,Hong Kong,Data analyst,Algo Quantitative Analyst,Macquarie Group Limited,,3.9,181,Hong Kong,"This is an exciting opportunity for an Algorithmic Quantitative Analyst to join our Electronic Trading desk in our Hong Kong office. Our Asia Electronic Trading team has recently been ranked as the number one product and service team for clients by Greenwich. As such you will be part of a supportive and high performing team that sits within our wider Cash Equities group. As a hardworking and passionate individual, you’ll be responsible for exploring and analysing innovative quantitative investment strategies.

You will have experience with quantitative analysis or research, preferably through a PhD, however Masters as a minimum. You will also have, preferably, experience in Asia and exposure to global equity markets. You’ll have a passion for data science, machine learning and fluency in major programming languages. You’ll have an understanding of algorithmic trading strategies, transaction cost analysis, as well as an understanding of market structure. Given the nature of our global platform, you’ll be supporting a diverse client group across all regions. Some travel will be required to fully support the client group.

You will need to bring excellent interpersonal skills given the team’s strong client focus and well-developed team-working skills. We will, in turn, equip you with Macquarie’s strong institutional platform, and the opportunity to work with an experienced and fast-growing algorithmic trading team. Your ability and willingness to develop and nurture strong client relationships will also be key to your success.

Your excellent written and verbal communication skills will help you communicate ideas succinctly, and your strong personal drive and commercial acumen will give you the ability to effectively work as part of a team. You will also possess detailed knowledge of risk management, and technical and operational procedures in a global institutional equity trading environment. Lastly, you should have excellent academic qualifications, ideally in a finance or quantitative discipline.

If you’re ready for a new and exciting challenge, we look forward to hearing from you.

About Commodities and Global Markets

Commodities and Global Markets provides clients with an integrated, end-to-end offering across global markets including equities, fixed income, foreign exchange and commodities.

Our commitment to Diversity and Inclusion

Macquarie understands the importance of diversity and inclusion - our long history of success has come from being different. At Macquarie we value the innovation and creativity that diversity of thought brings. The one thing we all have in common is our focus on high performance. If you're capable, motivated and can deliver, we want you on our team.

We recognise that flexibility comes in a variety of forms. Talk to us about what flexibility you need.


About Macquarie
The best investment you can make is in yourself.
Whether you’re looking to take on a new project; progress within your division; explore an opportunity in a different team; or relocate globally – we let our people decide which direction they want to take.
At Macquarie we uncover the opportunities others may miss. Our culture promotes innovation, balanced with robust risk management, to realise opportunity for our clients, community, shareholders and our people.
Macquarie is a diversified global financial group providing clients with asset management, banking, advisory and risk and capital solutions across debt, equity and commodities. Headquartered in Sydney and with offices in 31 markets, it is the breadth of our operations, combined with a strong capital position and risk management framework, that has contributed to our 50-year record of unbroken profitability.

Job no: CGM-952771
Work type: Full time
Location: Hong Kong
Category: Mid-level, Capital Markets, Commodities, Quantitative Analytics, Trading
Group: Commodities and Global Markets
Division: Cash Equities
Recruiter: Bess Ng
Opening Date: 10/3/2020",https://hk.indeed.com/rc/clk?jk=a9c35569c40a80e1&fccid=ca2285c3548c3efe&vjs=3,,,,Not Mentioned,Master,PhD,,Y,,,,,,,,,,,,,,,,,,,,,,,,
865,30,Hong Kong,Data scientist,Data Scientist,Libbler,,,,Hong Kong,"Fintech
Technology
Hong Kong
Full time
About
Data Scientist for one of Hong Kong’s fastest-growing FinTech companies innovating in personal finance solutions. Successful candidate will work with their high potential team focusing on deep technology problems leveraging big scale personal finance data.
Requirements
Strong math and quantitative analysis background: cleansing, modeling and analysis
1+ year relevant experience in Data science. Data Engineering and ETL/ pipeline workflows a plus
Python and cloud technology experience
Minimum experience: 1 year
Language(s):
KEY EXPERTISE
Data cleansing
Machine learning
Fintech
Data mining
Cloud computing
Python
JOB REF ID
VHwjRQy",https://hk.indeed.com/rc/clk?jk=a742c087f6b750f2&fccid=efffba36e762eef5&vjs=3,,,,Not Mentioned,Not specified,Not specified,Y,,,,,,,,,,,,,,,,,,,,,,,,Y,5.0 stars
96,30,Hong Kong,Data analyst,Senior Business Analyst,Bupa (Asia) Limited,Full-time,3.3,1970,Hong Kong,"Job Purpose:
You will apply sound knowledge of business and technology to lead the development of future business processes, target operating models, and business solutions. You will make recommendations based on opportunities that business re-engineering, lean processing and new technology bring.

This should be achieved by applying previous experience in change initiatives, demonstrating excellent stakeholder management skills across a range of business hierarchies or cultures, using professional business analysis and business improvements techniques and tools such as Business Process Re-engineering (BPR), Lean, Six Sigma, etc, and appropriate adherence to standard project management methodology: PRINCE2, PMP, SDLC, Agile or best practices within the profession.

Accountabilities & Responsibilities:
Perform business analysis and design. Working with the business to identify the organisation's strengths and weaknesses, suggest areas for improvement, and define integrated business solutions across departments and internal and external entities.

Conduct feasibility studies, develop business case and draft proposals for evaluation by appropriate stakeholders.

Facilitate and negotiate business case buy-in from key stakeholders to obtain the best outcome for the organisation where improvements and efficiencies gains across organisational boundaries and budgets, and to ensure smooth implementation and change.

Work with project and programme management to contribute to project briefs, project initiation documents (PIDs) and project documentation, where required.

Identify, elicit and document business requirements utilising a structured requirements gathering process and best practice techniques and following professional standards, define business rules and communicates requirements for the implementation of business solutions.

Produce/review test plans and scenarios on behalf of the business and manage testing to ensure that product and processes are acceptable with minimal risk before becoming operational.

Create training materials and documentation for future business processes, business solutions and operating models and deliver training on these.

Provide coaching and mentoring to less-experienced individuals/business users on business analysis and solution development.

Advise managers and staff on the implementation of new systems and ways of working, facilitating management and staff through the change process and roll-out of best practice standards such as business analysis, process analysis – Six Sigma, Lean, Systems Thinking, etc, business requirements gathering and requirements documentation across the organisation.

Assist project manager in enforcement of project deadlines, schedules, and project and project management office (PMO) methodologies.

Provide coaching and mentoring to less-experienced individuals/business users on business analysis and solution development.

Maintain appropriate professional designations and up-to-date knowledge of the sector, current business analysis and IT techniques and tools.

Carry out all duties with regard to Bupa’s policies and procedures.

To be successful in the position, you should ideally have:
Educated to degree level

Minimum 4 years experience working as business analyst on medium-sized to large projects involving multiple stakeholders and complex technologies across different geographical areas/regions

Experience of using business improvement tools (i.e. BPR, Lean, Six Sigma, Agile, Systems Thinking) to deliver measurable benefits for the business

Broad exposure to a wide range of technologies and demonstrated experience in seeking out new and emerging technologies

Knowledge of project management lifecycle & methodologies (e.g. Prince2, PMP, SDLC, Agile, etc.) and typical problems associated with the implementation of projects

Understanding of IT architecture, integration and design

Excellent team player

Effective interpersonal skills with a clear, concise and relevant communication style, including excellent presentation skills.

Fluent English and excellent report writing skills

Cantonese speaking is a must.

Insurance or health care experience (Desirable)

Other Requirements

Able to attend meetings outside of normal working hours.

Whilst this post is based at Hong Kong, occasional travel and overnight stays will be involved.

Bupa offers 5 days work per week and comprehensive remuneration packages including base salary, performance bonus, study assistance plan, non-contributory pension plan, life and medical benefit, dental benefit, annual leave, examination leave, etc.

Bupa is an equal opportunity employer and welcomes applications from qualified candidates. Information provided will be treated in strict confidence and only be used for consideration of application with Bupa.

Personal data collected will be used for recruitment purposes only. Only candidates selected for interviews will be contacted. Bupa will be in touch for any opportunities that matches your profile. All personal data of unsuccessful application will be destroyed 24 months from the date of receiving the application.",https://hk.indeed.com/rc/clk?jk=98d35877d36eecd0&fccid=18a7374fde10337f&vjs=3,,,,Not Mentioned,Not specified,Not specified,,,,Y,,,Y,,Y,Y,,,,,,,,,,,,,,,Y,
